url,caption,comments,likes,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/120993283_686054768975044_6854608491474824459_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=GFTmSw-ev1IAX8TagxV&tp=19&oh=49baa1a34373eccda000f7b0c55d7244&oe=5FBD57E7,"Archive Collection 1996/2012 — Launching a re-edition of iconic classics from our archives. 

Autumn/Winter 2003/04
Kate Moss  by Alfonso Ohnur

Reviving Zara campaigns of the last decades, the collection features re-edited garments from past seasons that are showcased through a selection of campaign images, giving them an updated look.
#zarawoman #zaraarchive",572,130657,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/120617088_3361215283970195_4641620479375143867_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=w5YVnelknuEAX_gylWk&tp=19&oh=7c7e5f2e77aef52807d5bdac48b14a4f&oe=5FBE49F3,ZARA / CITIES. A project shot in the streets of Amsterdam @zaraman #zaracities #zaraman,460,70386,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/120876378_788108388400705_2582196076956520113_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=jQLfdBypq7kAX8nEyji&tp=19&oh=6df7a448ef21821a04c932035db687a5&oe=5FBE0E71,ZARA / CITIES. A project shot in the streets of Amsterdam @zaraman #zaracities #zaraman,222,66311,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/120854506_338008630741395_4936793619813078642_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=pjXSuArCIewAX959k44&tp=19&oh=6281f030ffaca2f80f56c544bb25f02d&oe=5FBC024D,ZARA / CITIES. A project shot in the streets of Amsterdam @zaraman #zaracities #zaraman,269,83485,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/120337783_197577408401137_2106994980753294633_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=9oVXlqejre4AX9kW8xJ&tp=19&oh=284c89052250c07da680e205204ea957&oe=5FBBCBD3,Customize your shirt by embroidering your chosen initials in the color and position of your choice #editedshirt #zarawoman,605,75385,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/120241765_328534828437085_8663259359232202811_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=hrvDhziNxsoAX_PoVVC&_nc_tp=15&oh=680b6979319eaa6ec69e5563f1de13c9&oe=5FBDCE11,Customize your shirt by embroidering your chosen initials in the color and position of your choice #editedshirt #zarawoman,223,46965,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/120569668_1006738139790235_1642747375416890029_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=gzn8wGw2qhsAX_z5LSP&_nc_tp=18&oh=81a59581e62db18e7f3fd30cb340a4f7&oe=5FBB7D3A,Customize your shirt by embroidering your chosen initials in the color and position of your choice #editedshirt #zarawoman,347,65944,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/120102830_739778206754010_975251345917770852_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=mMeKhtOkAIQAX_Vywzj&tp=19&oh=c0da99aaf4f4ba41260d26a88fe9ef40&oe=5FBEACB3,Corduroy chino pants @zaraman #zaraman,589,51214,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/120092840_380961282923542_1790987757039105307_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=hoee0pNmQukAX8ECwm6&tp=19&oh=974337ba6e7a7e7a69e0acd548047725&oe=5FBDBF6B,Fleece jacket @zaraman #zaraman,263,54144,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/120045138_2733252890325874_2874258518758400592_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=4T2UR690rRkAX9J5b8D&tp=19&oh=c2ac2a60501df4742321dc208ae76b86&oe=5FBE23DF,Checks and Cords. Textured plaid overshirt @zaraman #zaraman,226,53263,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119734564_785148008900371_8195263663015000492_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=SxDu0TlWO28AX9JaR3I&tp=19&oh=6386a9bb4b32f92eb2aca219ab125d5f&oe=5FBE2EB9,Rib trim fleece romper #zaramini @zarakids,756,90609,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/120043234_366862104490570_7807052379247711185_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Fd9300Nsqe4AX_EEya3&_nc_tp=15&oh=b99bc29309ca9a4e0c67adad4a0fb1fd&oe=5FBE3AB3,Mini collection for newborns #zaramini @zarakids,463,102367,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/119950295_181076790194292_1371210550911871989_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Sr2vkFUCZUcAX8peZpo&_nc_tp=15&oh=0b70a497e158405090ef8715e9f1a572&oe=5FBEE8C5,Fleece coat for newborns #zaramini @zarakids,1043,189469,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/119960788_3406353799433959_2675533985730607928_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=kLdWyVK393EAX_xmAwr&_nc_tp=15&oh=ba5041d46cf22bbb600b45345c7b5d52&oe=5FBD1293,Large denim bucket bag #zarawoman,510,43433,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119950131_614678896085345_8793302202324143966_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=l_1oyJE_hcUAX8RTsDl&tp=19&oh=b6a2659c3e4cfb769d125a28c8847c4e&oe=5FBB1981,Quilted maxi crossbody bag #zarawoman,309,56114,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/119789506_973422523177754_8608462292063316432_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=kIRuUYvj9AAAX_0GfUb&_nc_tp=15&oh=0a1c616f83de2f0bc7ef1a73462de46e&oe=5FBB9CAE,Large leather bucket bag #zarawoman,224,47218,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/119726025_391443541858030_7202263711848546871_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=16NvzJuXimEAX_p_5fG&_nc_tp=15&oh=64e49c17ca16498a9413d304c7ed11f3&oe=5FBE8A73,Limited edition mini blazer dress #zarawoman,695,100792,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/119894323_169720398037555_1244210625028335227_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Zwt1Li98sogAX_6kNoo&_nc_tp=15&oh=0677e6cffae021fb4fd6f6abc6fb5017&oe=5FBD73DE,Limited edition dress and jewel top #zarawoman,271,68116,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/119710793_1548321405341489_7944349044545667964_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=luuVVOoiVmgAX-SUQ8R&_nc_tp=15&oh=4dbcd839c4b1bc7771ec4c0969d06116&oe=5FBC7C4E,Limited edition blazer and jewel top #zarawoman,198,65470,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119707757_660456121251291_8624802448734896744_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=U0X6wgaWYvkAX-yE0Vr&tp=19&oh=3dd08099856ab7db606a69a70bdc88b3&oe=5FBBCD40,Day Dreaming. Arsun + Gray #zarawoman #zaraman,304,87548,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/119612232_815134715722644_1276835885353507524_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=hI81AdIw9OcAX-9wKUm&_nc_tp=15&oh=b8c450554553314037e933c079cc71e7&oe=5FBCDA9A,Day Dreaming. Arsun + Gray  #zarawoman #zaraman,252,51403,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/119613714_353110822736736_4642135444185414436_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=4-P6_fbeMHcAX-cr1r7&_nc_tp=15&oh=0112a1f49d4897dc9220e669f8413ced&oe=5FBBFFC8,Day Dreaming. Arsun + Gray  #zarawoman #zaraman,205,48186,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119433256_326394741806017_3689752389181464087_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=BkivrxidMV4AX-txo4f&tp=19&oh=cac3dbc70c6dcbebfe29795623083332&oe=5FBEB4AC,ZARA / CITIES. A project shot in the streets of Stockholm @zaraman #zaracities #zaraman,842,41619,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119468484_351986622879573_1643408785477849003_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Q5dDnB9tKx8AX9RwUHG&tp=19&oh=25491c84e7667efb80e5a6a9417c593a&oe=5FBE78BD,ZARA / CITIES. A project shot in the streets of Stockholm @zaraman #zaracities #zaraman,256,34521,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119233891_762374781002166_2690193269701492415_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ntqS9SEZvDQAX_zWlJh&tp=19&oh=126e7354c51b701ae72ec54e9c1e7b3b&oe=5FBC8ADF,ZARA / CITIES. A project shot in the streets of Stockholm @zaraman #zaracities #zaraman,193,60400,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/119436919_1974247142745286_5197800119401069425_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=gkd9vmITtcQAX_t5J50&_nc_tp=15&oh=fcf61073ab2e9a5c429190ad2381fd57&oe=5FBE1314,Boldly effortless #zarawoman  @selfservicemagazine.,256,84618,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119220401_208267223974204_788571294457321678_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=jBlil8MhUc0AX-95HH4&tp=19&oh=6886a90a0997fae872fab716a4939c03&oe=5FBC41C4,Boldly effortless #zarawoman  @selfservicemagazine.,159,47888,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119513528_738920170001770_5319237541111957494_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=76bcNi5Po8IAX_IiGV_&tp=19&oh=5a12b35602b939cc444f46cf69d294e3&oe=5FBCEF50,Boldly effortless #zarawoman  @selfservicemagazine.,277,89746,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/119115036_243428410290002_4774172857163173876_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=ZpCytLZccNEAX9wkhbB&tp=19&oh=6962cc8d958371b2798e77a2a39db0fa&oe=5FBDB889,The charm collection  Sterling Silver 24K Gold Plating #zarawoman,1043,78902,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/118934006_769052633887568_8710539046861822915_n.jpg?_nc_ht=instagram.fhou1-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=PFakgjL6LBQAX_IYSbZ&tp=19&oh=a652f9f3424462f723e3d0bcbc25e572&oe=5FBBC821,The charm collection  Sterling Silver 24K Gold Plating #zarawoman,342,75692,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
https://instagram.fhou1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/118988118_322537898995974_3654022189848386424_n.jpg?_nc_ht=instagram.fhou1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ecWaWnGT9RMAX81bNHn&_nc_tp=15&oh=0ae39d5684dd98262b24971db40ecc2a&oe=5FBE4503,The charm collection  Sterling Silver 24K Gold Plating #zarawoman,255,80919,photography,black,white,fashion,turquoise,purse,body,woman,outerwear,textiles
